epoch,batch,avg_loss_group:0,exp_avg_loss_group:0,avg_acc_group:0,processed_data_count_group:0,update_data_count_group:0,update_batch_count_group:0,avg_loss_group:1,exp_avg_loss_group:1,avg_acc_group:1,processed_data_count_group:1,update_data_count_group:1,update_batch_count_group:1,avg_loss_group:2,exp_avg_loss_group:2,avg_acc_group:2,processed_data_count_group:2,update_data_count_group:2,update_batch_count_group:2,avg_loss_group:3,exp_avg_loss_group:3,avg_acc_group:3,processed_data_count_group:3,update_data_count_group:3,update_batch_count_group:3,avg_actual_loss,avg_per_sample_loss,avg_acc,model_norm_sq,reg_loss
0,37,0.1571435034275055,0.09011191129684448,0.995425820350647,3498.0,3498.0,38.0,0.5586720705032349,0.806657075881958,0.7228260040283203,184.0,184.0,38.0,1.4137777090072632,1.4349782466888428,0.0535714328289032,56.0,56.0,29.0,0.7436826825141907,0.47197502851486206,0.5562913417816162,1057.0,1057.0,38.0,0.3142431378364563,0.316523015499115,0.8771635890007019,8431.62890625,0.4215814453125
1,37,0.04835474491119385,0.05139285326004028,0.9948541522026062,3498.0,3498.0,38.0,0.8442651033401489,0.781529426574707,0.5163044929504395,184.0,184.0,38.0,1.393799066543579,1.2329131364822388,0.3392857611179352,56.0,56.0,26.0,0.2046012133359909,0.15953242778778076,0.9299904704093933,1057.0,1057.0,38.0,0.12864439189434052,0.12905234098434448,0.9545359015464783,8431.1357421875,0.421556787109375
2,37,0.023564480245113373,0.023855431005358696,0.9982846975326538,3498.0,3498.0,38.0,0.46724095940589905,0.4846646785736084,0.7554346919059753,184.0,184.0,37.0,1.1271095275878906,1.0734866857528687,0.5000000596046448,56.0,56.0,28.0,0.1744440197944641,0.16115601360797882,0.9347209930419922,1057.0,1057.0,38.0,0.0868697464466095,0.0867375060915947,0.9691344499588013,8430.5859375,0.421529296875
