epoch,batch,avg_loss_group:0,exp_avg_loss_group:0,avg_acc_group:0,processed_data_count_group:0,update_data_count_group:0,update_batch_count_group:0,avg_group_grad_norm:0,avg_group_grad_norm_uniform:0,avg_group_loss_each_uniform:0,avg_group_feat_norm:0,avg_group_largest_confidence:0,avg_loss_group:1,exp_avg_loss_group:1,avg_acc_group:1,processed_data_count_group:1,update_data_count_group:1,update_batch_count_group:1,avg_group_grad_norm:1,avg_group_grad_norm_uniform:1,avg_group_loss_each_uniform:1,avg_group_feat_norm:1,avg_group_largest_confidence:1,avg_loss_group:2,exp_avg_loss_group:2,avg_acc_group:2,processed_data_count_group:2,update_data_count_group:2,update_batch_count_group:2,avg_group_grad_norm:2,avg_group_grad_norm_uniform:2,avg_group_loss_each_uniform:2,avg_group_feat_norm:2,avg_group_largest_confidence:2,avg_loss_group:3,exp_avg_loss_group:3,avg_acc_group:3,processed_data_count_group:3,update_data_count_group:3,update_batch_count_group:3,avg_group_grad_norm:3,avg_group_grad_norm_uniform:3,avg_group_loss_each_uniform:3,avg_group_feat_norm:3,avg_group_largest_confidence:3,avg_actual_loss,avg_per_sample_loss,avg_acc,model_norm_sq,reg_loss,avg_grad_norm,avg_grad_norm_uniform,avg_loss_each_uniform,avg_feat_norm,avg_largest_confidence
0,49,0.634413480758667,0.6101378798484802,0.6922175884246826,1709.0,1709.0,50.0,0.0,0.0,0.0,0.0,0.5653932094573975,0.5557125210762024,0.497955322265625,0.8799497485160828,1591.0,1591.0,50.0,0.0,0.0,0.0,0.0,0.5859734416007996,0.6649163365364075,0.6065627336502075,0.6156487464904785,2914.0,2914.0,50.0,0.0,0.0,0.0,0.0,0.5662251710891724,0.7961127758026123,0.8132627606391907,0.2526881992816925,186.0,186.0,50.0,0.0,0.0,0.0,0.0,0.5644473433494568,0.6334367990493774,0.6334366202354431,0.6912500858306885,8431.8740234375,0.421593701171875,0.0,0.0,0.0,0.0,0.5708606839179993
0,99,0.5957182049751282,0.5793903470039368,0.7184749245643616,1705.0,1705.0,50.0,0.0,0.0,0.0,0.0,0.6065338253974915,0.4105161130428314,0.3670700192451477,0.9786130785942078,1543.0,1543.0,50.0,0.0,0.0,0.0,0.0,0.670566201210022,0.5081736445426941,0.47956350445747375,0.8556563258171082,2979.0,2979.0,50.0,0.0,0.0,0.0,0.0,0.628507137298584,0.85198575258255,0.9427021741867065,0.23699426651000977,173.0,173.0,49.0,0.0,0.0,0.0,0.0,0.5916879773139954,0.5172452330589294,0.5172451138496399,0.83203125,8431.81640625,0.4215908203125,0.0,0.0,0.0,0.0,0.6317982077598572
0,149,0.54823237657547,0.5375850200653076,0.7645646333694458,1665.0,1665.0,50.0,0.0,0.0,0.0,0.0,0.6514700055122375,0.31821107864379883,0.30396127700805664,0.9763124585151672,1562.0,1562.0,50.0,0.0,0.0,0.0,0.0,0.7375675439834595,0.4096957743167877,0.36179494857788086,0.8941177129745483,2975.0,2975.0,50.0,0.0,0.0,0.0,0.0,0.6940652132034302,0.8595195412635803,0.8459912538528442,0.31313133239746094,198.0,198.0,50.0,0.0,0.0,0.0,0.0,0.6207854151725769,0.43732544779777527,0.4373253583908081,0.8625000715255737,8431.7626953125,0.421588134765625,0.0,0.0,0.0,0.0,0.6913340091705322
0,199,0.49587035179138184,0.5004639625549316,0.7816020846366882,1598.0,1598.0,50.0,0.0,0.0,0.0,0.0,0.7009528875350952,0.2662397623062134,0.2567068338394165,0.9723865985870361,1521.0,1521.0,50.0,0.0,0.0,0.0,0.0,0.7814901471138,0.3393096327781677,0.3077913224697113,0.9181229472160339,3090.0,3090.0,50.0,0.0,0.0,0.0,0.0,0.7440899610519409,0.8006159067153931,0.8425811529159546,0.4554973244667053,191.0,191.0,50.0,0.0,0.0,0.0,0.0,0.6464383006095886,0.37480250000953674,0.37480247020721436,0.8831250071525574,8431.71484375,0.4215857421875,0.0,0.0,0.0,0.0,0.7392932772636414
0,249,0.4521664083003998,0.4292167127132416,0.7990400791168213,1667.0,1667.0,50.0,0.0,0.0,0.0,0.0,0.7450256943702698,0.21284440159797668,0.20399358868598938,0.9812540411949158,1547.0,1547.0,50.0,0.0,0.0,0.0,0.0,0.8216486573219299,0.29595378041267395,0.28330937027931213,0.922069251537323,2977.0,2977.0,50.0,0.0,0.0,0.0,0.0,0.7841913104057312,0.8443792462348938,0.8958793878555298,0.4162679612636566,209.0,209.0,50.0,0.0,0.0,0.0,0.0,0.6613022685050964,0.3344627022743225,0.3344627022743225,0.8878124952316284,8431.6611328125,0.421583056640625,0.0,0.0,0.0,0.0,0.7790309190750122
0,299,0.41370654106140137,0.4045795798301697,0.8234584927558899,1654.0,1654.0,50.0,0.0,0.0,0.0,0.0,0.7757682204246521,0.201823890209198,0.20808207988739014,0.9714096784591675,1504.0,1504.0,50.0,0.0,0.0,0.0,0.0,0.8390011787414551,0.26303401589393616,0.2387758046388626,0.9272019267082214,3077.0,3077.0,50.0,0.0,0.0,0.0,0.0,0.8098495006561279,0.8631749749183655,0.8330264687538147,0.47272729873657227,165.0,165.0,48.0,0.0,0.0,0.0,0.0,0.6851776242256165,0.3030613958835602,0.30306145548820496,0.8990626335144043,8431.6064453125,0.42158032226562503,0.0,0.0,0.0,0.0,0.8046780824661255
0,349,0.3905068039894104,0.3841393291950226,0.8185786008834839,1604.0,1604.0,50.0,0.0,0.0,0.0,0.0,0.799934446811676,0.1691761612892151,0.17319053411483765,0.9786950349807739,1502.0,1502.0,50.0,0.0,0.0,0.0,0.0,0.8608818650245667,0.22766149044036865,0.21276786923408508,0.9355669021606445,3104.0,3104.0,50.0,0.0,0.0,0.0,0.0,0.8350206613540649,0.8273303508758545,0.7684138417243958,0.5052633285522461,190.0,190.0,50.0,0.0,0.0,0.0,0.0,0.6938254237174988,0.2725515365600586,0.2725515067577362,0.9035937190055847,8431.5498046875,0.421577490234375,0.0,0.0,0.0,0.0,0.8281047940254211
0,399,0.38585492968559265,0.39930084347724915,0.8322151303291321,1639.0,1639.0,50.0,0.0,0.0,0.0,0.0,0.8219765424728394,0.1680220365524292,0.13200341165065765,0.9685494899749756,1558.0,1558.0,50.0,0.0,0.0,0.0,0.0,0.8703389763832092,0.1964322328567505,0.210476353764534,0.9501321315765381,3028.0,3028.0,50.0,0.0,0.0,0.0,0.0,0.8577478528022766,0.8363475203514099,1.1956218481063843,0.4971429407596588,175.0,175.0,48.0,0.0,0.0,0.0,0.0,0.693917453289032,0.2555237412452698,0.25552377104759216,0.9120314121246338,8431.48828125,0.4215744140625,0.0,0.0,0.0,0.0,0.8471724987030029
0,449,0.3544237017631531,0.36178159713745117,0.8446968793869019,1584.0,1584.0,50.0,0.0,0.0,0.0,0.0,0.8404251337051392,0.14804965257644653,0.14711609482765198,0.9734042286872864,1504.0,1504.0,50.0,0.0,0.0,0.0,0.0,0.883599042892456,0.1999131143093109,0.19459904730319977,0.9435765743255615,3137.0,3137.0,50.0,0.0,0.0,0.0,0.0,0.8594756126403809,0.8276170492172241,0.9641192555427551,0.5199999213218689,175.0,175.0,49.0,0.0,0.0,0.0,0.0,0.7071319222450256,0.2431303709745407,0.24313034117221832,0.9145311713218689,8431.4248046875,0.42157124023437503,0.0,0.0,0.0,0.0,0.8562639951705933
0,499,0.333853155374527,0.3349066376686096,0.8537907004356384,1662.0,1662.0,50.0,0.0,0.0,0.0,0.0,0.8514233827590942,0.13955849409103394,0.13783305883407593,0.9774773120880127,1554.0,1554.0,50.0,0.0,0.0,0.0,0.0,0.888028085231781,0.18577826023101807,0.19680942595005035,0.944815993309021,2990.0,2990.0,50.0,0.0,0.0,0.0,0.0,0.873327910900116,0.7298315763473511,0.714589536190033,0.5721649527549744,194.0,194.0,49.0,0.0,0.0,0.0,0.0,0.7222698926925659,0.22950032353401184,0.22950035333633423,0.9178124666213989,8431.361328125,0.42156806640625,0.0,0.0,0.0,0.0,0.8666300177574158
